,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
DPZ,,,,,,,,,,14.0,17.770000457763672,24.360000610351562,27.799999237060547,13.220000267028809,4.71999979019165,8.529999732971191,16.100000381469727,34.58000183105469,44.18000030517578,69.6500015258789,94.30000305175781,109.95999908447266,159.22000122070312,188.52000427246094,245.58999633789062,293.7900085449219,383.0
TXRH,,,,,,,,,,10.75,14.805000305175781,15.0,13.109999656677246,11.050000190734863,7.760000228881836,11.390000343322754,17.34000015258789,15.0600004196167,17.139999389648438,27.6299991607666,33.95000076293945,35.08000183105469,48.54999923706055,53.22999954223633,58.849998474121094,56.63999938964844,78.4800033569336
GOOGL,,,,,,,,,,2.502502918243408,4.939939975738525,10.57357406616211,11.661662101745605,17.339088439941406,7.722723007202148,15.689438819885254,14.926926612854004,16.339839935302734,18.003503799438477,27.914413452148438,26.6299991607666,38.11000061035156,40.03099822998047,52.6510009765625,51.36000061035156,67.42050170898438,88.0
NGG,,,,,,,,,,,51.67030715942383,53.831878662109375,79.66157531738281,90.70960998535156,54.235809326171875,60.03274917602539,48.52619934082031,53.38427734375,63.187774658203125,70.69869232177734,76.52838134765625,75.1310043334961,63.438865661621094,58.810001373291016,48.279998779296875,62.70000076293945,60.31999969482422
EXPE,,,,,,,,,,,48.220001220703125,48.0,41.91999816894531,63.29999923706055,16.420000076293945,51.41999816894531,50.29999923706055,29.75,62.61000061035156,69.08000183105469,85.58000183105469,121.26000213623047,114.04000091552734,120.63999938964844,110.4000015258789,108.87000274658203,134.57000732421875
AAL,,,,,,,,,,,21.049999237060547,37.20000076293945,53.88999938964844,14.550000190734863,7.730000019073486,4.840000152587891,10.109999656677246,5.199999809265137,13.720000267028809,25.06999969482422,54.279998779296875,41.290000915527344,47.279998779296875,52.33000183105469,31.459999084472656,28.979999542236328,15.850000381469727
TOSBF,,,,,,,,,,,47.0,61.5,66.0,74.5,40.0,56.0,54.20000076293945,40.70000076293945,39.099998474121094,42.5,42.5,21.200000762939453,25.0,28.399999618530273,27.8799991607666,33.91999816894531,28.75
ALGT,,,,,,,,,,,,24.0,28.360000610351562,32.06999969482422,48.97999954223633,47.18000030517578,49.630001068115234,54.40999984741211,74.4800033569336,105.33000183105469,151.8699951171875,164.7899932861328,168.25,155.39999389648438,98.5999984741211,175.13999938964844,188.77000427246094
CMG,,,,,,,,,,,,45.0,56.900001525878906,147.10000610351562,61.88999938964844,89.5999984741211,215.25999450683594,343.70001220703125,304.260009765625,530.0,686.0,468.70001220703125,379.1099853515625,290.8999938964844,427.8299865722656,839.969970703125,1386.6800537109375
UAL,,,,,,,,,,,,34.81999969482422,44.79999923706055,35.25,11.079999923706055,12.989999771118164,24.1299991607666,19.229999542236328,23.829999923706055,37.70000076293945,67.73999786376953,55.790000915527344,74.0199966430664,67.9000015258789,81.69000244140625,89.56999969482422,43.68000030517578
HBI,,,,,,,,,,,,4.949999809265137,5.925000190734863,6.760000228881836,3.240000009536743,6.070000171661377,6.40500020980835,5.642499923706055,9.109999656677246,17.454999923706055,28.084999084472656,28.920000076293945,21.899999618530273,21.0,12.319999694824219,14.770000457763672,14.680000305175781
HENKY,,,,,,,,,,,,,11.9375,12.612500190734863,6.699999809265137,11.3725004196167,12.957500457763672,12.520000457763672,17.209999084472656,25.55500030517578,24.0,23.149999618530273,25.354999542236328,29.875,24.489999771118164,23.360000610351562,24.59000015258789
ULTA,,,,,,,,,,,,,33.0,17.0,8.3100004196167,19.229999542236328,34.130001068115234,65.9000015258789,100.26000213623047,96.20999908447266,128.1300048828125,182.6699981689453,256.20001220703125,224.44000244140625,239.9600067138672,254.32000732421875,287.1600036621094
TMUS,,,,,,,,,,,,,50.20000076293945,39.220001220703125,29.860000610351562,15.479999542236328,25.520000457763672,17.81999969482422,20.0,33.029998779296875,27.100000381469727,38.86000061035156,58.099998474121094,63.900001525878906,62.869998931884766,78.87999725341797,134.3000030517578
DAL,,,,,,,,,,,,,21.75,14.729999542236328,11.3100004196167,11.220000267028809,12.6899995803833,8.229999542236328,12.069999694824219,27.260000228881836,49.91999816894531,49.41999816894531,49.369998931884766,56.290000915527344,49.25,58.93000030517578,40.16999816894531
PM,,,,,,,,,,,,,,50.0,43.470001220703125,48.33000183105469,58.880001068115234,79.16000366210938,84.69999694824219,87.0,81.5999984741211,86.8499984741211,91.79000091552734,105.81999969482422,66.12999725341797,85.51000213623047,82.81999969482422
KDP,,,,,,,,,,,,,,25.200000762939453,16.34000015258789,28.530000686645508,35.33000183105469,39.869998931884766,44.79999923706055,48.86000061035156,71.68000030517578,91.91000366210938,90.66999816894531,97.37000274658203,25.280000686645508,28.889999389648438,32.06999969482422
BMWYY,,,,,,,,,,,,,,,15.289999961853027,15.510000228881836,26.850000381469727,23.75,33.380001068115234,38.38999938964844,35.279998779296875,33.619998931884766,31.469999313354492,34.27000045776367,26.18000030517578,27.68000030517578,29.889999389648438
HYMTF,,,,,,,,,,,,,,,6.400000095367432,17.0,26.0,25.25,33.25,55.95000076293945,56.75,43.150001525878906,41.0,44.400001525878906,25.25,31.5,43.68000030517578
H,,,,,,,,,,,,,,,27.0,29.809999465942383,45.970001220703125,38.599998474121094,38.58000183105469,49.22999954223633,60.5,46.099998474121094,55.95000076293945,73.62999725341797,66.51000213623047,90.08999633789062,74.31999969482422
DG,,,,,,,,,,,,,,,22.0,22.549999237060547,31.0,41.52000045776367,44.40999984741211,60.380001068115234,70.69999694824219,70.93000030517578,74.33999633789062,93.55999755859375,106.48999786376953,156.9499969482422,210.25
BUD,,,,,,,,,,,,,,,38.29999923706055,53.31999969482422,57.630001068115234,61.47999954223633,88.27999877929688,103.66999816894531,112.30000305175781,122.58000183105469,104.77999877929688,111.97000122070312,65.1500015258789,82.76000213623047,71.77999877929688
NSRGF,,,,,,,,,,,,,,,32.54999923706055,49.0,59.0,57.95000076293945,66.0999984741211,72.6500015258789,72.94000244140625,73.27999877929688,70.54000091552734,86.41999816894531,80.0999984741211,108.5,118.44000244140625
GM,,,,,,,,,,,,,,,,35.0,37.31999969482422,20.829999923706055,29.40999984741211,40.68000030517578,35.27000045776367,33.45000076293945,34.97999954223633,41.2400016784668,32.849998474121094,37.0,41.95000076293945
MZDAY,,,,,,,,,,,,,,,,6.412499904632568,7.349999904632568,4.635000228881836,5.179999828338623,12.949999809265137,12.100000381469727,10.100000381469727,8.15999984741211,6.639999866485596,5.099999904632568,4.289999961853027,3.319999933242798
CHTR,,,,,,,,,,,,,,,,35.0,39.08000183105469,57.52000045776367,77.5,137.14999389648438,167.22999572753906,180.55999755859375,290.239990234375,338.42999267578125,279.8900146484375,487.4100036621094,666.5900268554688
LPLA,,,,,,,,,,,,,,,,33.04999923706055,36.25,30.770000457763672,28.280000686645508,47.0,44.84000015258789,41.79999923706055,35.779998779296875,57.22999954223633,59.810001373291016,92.63999938964844,104.4800033569336
PRI,,,,,,,,,,,,,,,,19.149999618530273,24.3799991607666,23.6200008392334,30.56999969482422,42.849998474121094,54.54999923706055,46.119998931884766,70.0999984741211,101.5999984741211,95.63999938964844,130.88999938964844,134.9199981689453
SAVE,,,,,,,,,,,,,,,,,11.350000381469727,15.699999809265137,18.0,45.36000061035156,76.55999755859375,38.91999816894531,57.150001525878906,44.70000076293945,57.16999816894531,40.70000076293945,24.75
GRPN,,,,,,,,,,,,,,,,,560.0,419.0,100.4000015258789,236.39999389648438,166.8000030517578,60.599998474121094,68.80000305175781,103.0,63.0,48.400001525878906,37.7400016784668
TRIP,,,,,,,,,,,,,,,,,27.5,26.149999618530273,42.939998626708984,82.4800033569336,75.56999969482422,83.63999938964844,46.75,34.61000061035156,52.959999084472656,30.65999984741211,29.209999084472656
HCA,,,,,,,,,,,,,,,,,31.200000762939453,22.0,30.649999618530273,47.38999938964844,73.94000244140625,65.69000244140625,74.36000061035156,88.0,122.91000366210938,148.16000366210938,163.3699951171875
BLMN,,,,,,,,,,,,,,,,,,11.600000381469727,16.0,23.8700008392334,24.799999237060547,16.610000610351562,18.190000534057617,21.469999313354492,17.65999984741211,22.18000030517578,19.43000030517578
KIMTF,,,,,,,,,,,,,,,,,,,55.75,55.75,55.75,55.75,35.0,30.299999237060547,30.299999237060547,30.299999237060547,30.299999237060547
BURL,,,,,,,,,,,,,,,,,,,23.049999237060547,32.0,47.380001068115234,41.84000015258789,85.16999816894531,123.30999755859375,160.24000549316406,228.77999877929688,262.25
HLT,,,,,,,,,,,,,,,,,,,43.70759963989258,45.65700149536133,53.76240158081055,43.50239944458008,56.573638916015625,80.27999877929688,70.69000244140625,111.1500015258789,110.97000122070312
LQ,,,,,,,,,,,,,,,,,,,,16.75,22.110000610351562,13.390000343322754,14.34000015258789,18.520000457763672,,,
W,,,,,,,,,,,,,,,,,,,,36.0,19.989999771118164,45.5,34.88999938964844,80.05000305175781,88.33999633789062,91.62999725341797,226.05999755859375
CFG,,,,,,,,,,,,,,,,,,,,21.5,24.969999313354492,25.709999084472656,36.439998626708984,42.349998474121094,29.43000030517578,40.720001220703125,36.02000045776367
GCI,,,,,,,,,,,,,,,,,,,,10.600000381469727,23.670000076293945,19.059999465942383,16.049999237060547,16.799999237060547,11.430000305175781,6.400000095367432,3.359999895095825
ETSY,,,,,,,,,,,,,,,,,,,,,31.0,8.180000305175781,11.970000267028809,20.5,46.22999954223633,44.709999084472656,179.52000427246094
BW,,,,,,,,,,,,,,,,,,,,,220.5,205.60000610351562,167.89999389648438,57.0,4.099999904632568,3.6700000762939453,3.5799999237060547
HOT,,,,,,,,,,,,,,,,,,,,,81.5,68.1500015258789,77.05000305175781,,,,
KHC,,,,,,,,,,,,,,,,,,,,,71.0,71.37999725341797,87.8499984741211,78.22000122070312,42.75,32.290000915527344,34.59000015258789
DELL,,,,,,,,,,,,,,,,,,,,,,12.20799732208252,15.457850456237793,22.880874633789062,24.44500732421875,26.386213302612305,37.450584411621094
ATUS,,,,,,,,,,,,,,,,,,,,,,,31.600000381469727,21.260000228881836,16.209999084472656,27.59000015258789,37.95000076293945
SNAP,,,,,,,,,,,,,,,,,,,,,,,24.0,14.6899995803833,5.380000114440918,16.6200008392334,50.439998626708984
WH,,,,,,,,,,,,,,,,,,,,,,,,65.0,44.81999969482422,62.540000915527344,59.41999816894531
AMTD,,,,,,,,,,,,,,,,,,,,,,,,,17.81999969482422,17.5,13.180000305175781
FOX,,,,,,,,,,,,,,,,,,,,,,,,,38.599998474121094,36.5,29.010000228881836
PINS,,,,,,,,,,,,,,,,,,,,,,,,,23.75,18.799999237060547,66.0
LEVI,,,,,,,,,,,,,,,,,,,,,,,,,22.219999313354492,19.329999923706055,20.149999618530273
ACI,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,17.600000381469727
ULCC,,,,,,,,,,,,,,,,,,,,,,,,,,,18.649999618530273
S,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
RAM,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
WOOF,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
